category,avg_rating,number_ratings,enrollment,last_updated,lectures,duration,cost,discount,inst_rating,inst_review,inst_student
business,4.4,911.0,4702.0,20.0,47.0,295.0,19.99,91.0,4.6,52067.0,470100.0
it_software,4.2,913.0,36976.0,19.0,77.0,795.0,16.990340000000003,56.0,4.2,964.0,37379.0
personal_development,4.6,822.0,3480.0,17.0,48.0,190.0,23.99,88.0,4.5,2441.0,16577.0
business,4.1,443.0,1264.0,20.0,163.0,896.0,29.99,43.0,4.1,526.0,1502.0
it_software,4.5,1487.0,8343.0,20.0,64.0,293.0,21.99,88.0,4.6,16672.0,47836.0
it_software,4.4,807.0,5502.0,20.0,425.0,648.0,20.99,43.0,4.6,16672.0,47836.0
it_software,4.5,1010.0,15129.0,20.0,94.0,423.0,19.99,84.0,4.5,12963.0,92964.0
business,4.4,125.0,4123.0,20.0,143.0,684.0,17.99,84.0,3.5,2499.0,61132.0
development,4.2,4263.0,19961.0,19.0,90.0,669.0,16.99,84.0,4.2,13610.0,114806.0
it_software,4.8,1973.0,14695.0,18.0,188.0,976.0,16.99,32.0,4.7,165670.0,562565.0
personal_development,4.3,1210.0,8995.0,20.0,32.0,82.0,17.99,87.0,4.7,56917.0,177121.0
business,4.3,556.0,5651.0,17.0,204.0,961.0,21.99,90.0,4.1,666.0,7662.0
it_software,4.6,1049.0,9643.0,18.0,336.0,3411.0,84.99,92.0,4.5,12963.0,92964.0
personal_development,4.6,33966.0,277769.0,20.0,28.0,350.0,19.99,92.0,4.6,35910.0,299296.0
development,4.5,2101.0,76216.0,18.0,29.0,131.0,20.991580000000003,80.0,4.4,5093.0,173507.0
personal_development,4.5,215.0,4191.0,14.0,17.0,209.0,16.99,89.0,4.5,2142.0,15522.0
personal_development,4.4,8970.0,42171.0,20.0,46.0,409.0,17.99,89.0,4.4,19114.0,66928.0
it_software,4.4,442.0,1257.0,20.0,42.0,295.0,19.991270000000004,88.0,4.2,911.0,2533.0
development,4.4,2807.0,12256.0,19.0,59.0,605.0,16.99,84.0,4.5,13645.0,95995.0
personal_development,4.4,887.0,3718.0,19.0,170.0,953.0,21.99,84.0,4.4,963.0,3867.0
development,4.1,1026.0,5159.0,17.0,50.0,224.0,20.99,32.0,4.2,21822.0,84160.0
personal_development,4.4,1592.0,12904.0,17.0,98.0,615.0,28.99,58.0,4.4,1592.0,12904.0
it_software,4.3,117.0,586.0,20.0,51.0,253.0,16.990340000000003,67.0,4.3,172.0,1266.0
design,4.9,150.0,2925.0,20.0,73.0,697.0,16.99,90.0,4.5,1304.0,7624.0
business,4.2,906.0,4154.0,20.0,164.0,605.0,16.99,86.0,4.4,17599.0,100305.0
teaching_academics,4.4,713.0,3176.0,20.0,109.0,466.0,16.99,84.0,4.4,16852.0,53475.0
it_software,4.6,2242.0,13148.0,20.0,103.0,771.0,16.99,92.0,4.6,63201.0,251388.0
development,4.2,3023.0,17851.0,20.0,126.0,1008.0,21.99189,90.0,4.3,7526.0,35489.0
it_software,4.3,909.0,2596.0,20.0,74.0,793.0,16.99,62.0,4.5,7900.0,15995.0
personal_development,4.4,1167.0,6494.0,20.0,66.0,431.0,20.99,32.0,4.4,1167.0,6495.0
it_software,3.8,396.0,2578.0,20.0,20.0,148.0,16.99,69.0,4.3,25989.0,242683.0
development,4.8,25502.0,112176.0,19.0,207.0,174.0,16.990340000000003,60.0,4.6,187702.0,902713.0
design,4.4,28313.0,64189.0,19.0,110.0,1055.0,16.99,84.0,4.4,28313.0,64190.0
personal_development,4.5,891.0,6960.0,18.0,74.0,226.0,19.99,32.0,4.5,1099.0,7900.0
it_software,4.4,1177.0,7122.0,20.0,31.0,126.0,16.99,86.0,4.5,49502.0,376835.0
business,4.5,2889.0,11896.0,19.0,59.0,374.0,19.99,88.0,4.4,7353.0,23953.0
development,4.4,15081.0,159246.0,19.0,110.0,1265.0,16.99,91.0,4.6,652986.0,1979353.0
development,3.6,177.0,1101.0,20.0,44.0,307.0,19.99,88.0,3.8,250.0,1504.0
it_software,4.4,4072.0,19680.0,20.0,192.0,479.0,16.99,92.0,4.4,17156.0,118598.0
development,4.6,859.0,3620.0,20.0,65.0,396.0,16.99,89.0,4.6,2603.0,10599.0
business,4.5,11057.0,41342.0,20.0,77.0,406.0,16.99,86.0,4.5,12611.0,45098.0
development,4.0,253.0,1693.0,19.0,74.0,785.0,20.99,92.0,4.4,9208.0,46923.0
development,4.3,2666.0,13888.0,20.0,67.0,544.0,24.99,69.0,4.3,4288.0,23148.0
it_software,4.6,2915.0,12215.0,20.0,29.0,139.0,16.990340000000003,69.0,4.6,2915.0,12215.0
design,3.9,35.0,196.0,20.0,97.0,525.0,19.99,69.0,4.3,481.0,3242.0
development,4.7,2910.0,18125.0,20.0,91.0,651.0,19.991270000000004,87.0,4.5,92301.0,476330.0
it_software,4.4,4619.0,24738.0,20.0,41.0,181.0,23.99,58.0,4.6,90008.0,285853.0
personal_development,4.5,2739.0,13441.0,20.0,17.0,191.0,19.99,84.0,4.5,5104.0,21761.0
office_productivity,4.5,3155.0,16648.0,20.0,20.0,84.0,19.99,87.0,4.5,11922.0,53659.0
development,4.6,693.0,7262.0,19.0,196.0,988.0,21.99,92.0,4.6,796.0,8047.0
it_software,4.7,697.0,2477.0,20.0,107.0,739.0,19.99,69.0,4.7,1708.0,5417.0
development,4.4,1906.0,15332.0,20.0,306.0,3346.0,24.99,92.0,4.5,246008.0,1145810.0
development,4.4,1914.0,17582.0,20.0,77.0,784.0,16.990340000000003,86.0,4.5,339445.0,1162093.0
development,4.4,924.0,6096.0,19.0,65.0,519.0,34.99,92.0,4.4,23374.0,121576.0
personal_development,4.5,914.0,4090.0,20.0,26.0,138.0,16.99,86.0,4.4,2581.0,8558.0
development,4.6,8953.0,36577.0,18.0,116.0,898.0,21.99,79.0,4.5,193164.0,454107.0
design,4.5,2862.0,19295.0,19.0,138.0,917.0,23.99,80.0,4.5,11782.0,75256.0
it_software,4.1,596.0,2188.0,19.0,60.0,320.0,17.990650000000002,43.0,4.3,2456.0,35962.0
development,4.6,3158.0,23943.0,20.0,72.0,696.0,16.99,89.0,4.6,100829.0,404488.0
development,4.2,676.0,3188.0,13.0,19.0,132.0,16.990340000000003,43.0,4.2,1170.0,6132.0
development,4.4,4448.0,18685.0,19.0,122.0,899.0,20.99,84.0,4.3,5565.0,31132.0
personal_development,4.3,1061.0,66336.0,20.0,78.0,254.0,16.99,75.0,4.5,245360.0,2011894.0
development,4.2,281.0,1740.0,20.0,79.0,628.0,34.995920000000005,87.0,4.2,13610.0,114789.0
it_software,4.5,66.0,137.0,20.0,114.0,2867.0,16.990340000000003,76.0,4.5,218.0,151.0
development,4.6,1381.0,10766.0,20.0,92.0,930.0,16.99,71.0,4.4,28778.0,167870.0
business,4.6,4299.0,18425.0,20.0,49.0,233.0,16.99,83.0,4.6,7116.0,25748.0
business,4.5,515.0,3701.0,20.0,46.0,311.0,16.99,87.0,4.3,2358.0,34710.0
it_software,4.4,1197.0,4599.0,20.0,132.0,696.0,16.99,89.0,4.3,3659.0,12068.0
design,4.0,271.0,1348.0,18.0,66.0,427.0,27.99,84.0,4.3,2833.0,16352.0
personal_development,4.5,864.0,6421.0,20.0,5.0,92.0,17.99,80.0,4.4,80108.0,271227.0
business,4.2,756.0,2966.0,20.0,75.0,487.0,20.99,67.0,4.4,2385.0,12039.0
design,4.7,1355.0,7795.0,20.0,27.0,303.0,17.99,88.0,4.6,4461.0,27289.0
personal_development,4.7,203.0,1962.0,19.0,119.0,1094.0,23.99,83.0,4.5,416.0,23726.0
business,4.2,699.0,5602.0,19.0,630.0,7439.0,21.99,91.0,4.3,10625.0,76889.0
development,3.7,581.0,2950.0,17.0,46.0,323.0,16.990340000000003,85.0,4.0,52857.0,324758.0
office_productivity,4.5,806.0,3681.0,20.0,50.0,153.0,19.99,88.0,4.5,943.0,6958.0
development,4.1,348.0,1470.0,20.0,265.0,1037.0,21.99,78.0,4.2,653.0,2634.0
it_software,4.5,184.0,1838.0,20.0,91.0,439.0,16.99,87.0,4.5,15927.0,108722.0
development,4.6,2776.0,20103.0,20.0,151.0,765.0,16.99,89.0,4.5,89865.0,405845.0
it_software,4.4,550.0,2840.0,19.0,58.0,296.0,16.99,89.0,4.2,6092.0,47361.0
development,4.5,620.0,3283.0,20.0,173.0,1139.0,16.99,88.0,4.5,10383.0,70011.0
development,4.1,799.0,5544.0,20.0,161.0,1809.0,31.99499,92.0,4.2,5048.0,57476.0
it_software,4.5,889.0,3019.0,18.0,37.0,246.0,16.990340000000003,49.0,4.3,25989.0,242683.0
it_software,4.6,3540.0,32202.0,20.0,56.0,271.0,21.99189,91.0,4.7,165670.0,562565.0
development,4.7,814.0,7269.0,20.0,108.0,610.0,16.99,80.0,4.7,165670.0,562565.0
development,4.6,5222.0,37696.0,18.0,208.0,1990.0,21.99189,88.0,4.5,42533.0,307830.0
development,4.5,2300.0,12964.0,20.0,111.0,1038.0,17.990650000000002,75.0,4.7,13999.0,64522.0
development,4.5,521.0,5528.0,15.0,40.0,271.0,21.99,88.0,4.0,52857.0,324758.0
business,4.4,2460.0,20360.0,18.0,97.0,588.0,51.99,84.0,4.5,89865.0,405845.0
teaching_academics,4.5,1641.0,9429.0,20.0,145.0,278.0,17.99,57.0,4.5,1641.0,9426.0
development,4.6,3782.0,15979.0,20.0,62.0,249.0,16.99,68.0,4.7,87085.0,224428.0
development,4.7,2707.0,16822.0,20.0,110.0,262.0,16.990340000000003,81.0,4.4,11785.0,62273.0
design,4.0,494.0,2400.0,17.0,72.0,493.0,25.99,88.0,3.7,1009.0,14362.0
design,4.6,1604.0,8852.0,20.0,82.0,543.0,16.99,88.0,4.7,94805.0,313051.0
personal_development,4.6,186.0,1019.0,18.0,90.0,410.0,20.99,73.0,4.6,731.0,6592.0
business,4.7,1165.0,25173.0,20.0,247.0,1900.0,19.99,88.0,4.7,5298.0,115155.0
it_software,4.5,925.0,6128.0,20.0,87.0,651.0,16.99,72.0,4.4,16470.0,78878.0
personal_development,4.5,10083.0,41355.0,20.0,129.0,659.0,17.99,90.0,4.5,10083.0,58259.0
it_software,4.0,385.0,4221.0,20.0,56.0,339.0,28.994060000000005,90.0,4.2,3416.0,18401.0
development,4.5,879.0,7844.0,20.0,107.0,551.0,16.99,86.0,4.5,1085.0,9085.0
development,4.5,5002.0,27105.0,20.0,176.0,838.0,16.990340000000003,67.0,4.6,20815.0,139559.0
development,4.6,4509.0,39810.0,20.0,135.0,833.0,16.990340000000003,88.0,4.4,45494.0,287241.0
development,4.4,360.0,1386.0,19.0,46.0,126.0,21.99,83.0,4.3,711.0,2327.0
business,4.3,1348.0,8361.0,20.0,155.0,729.0,23.99,88.0,4.3,20011.0,121365.0
development,4.4,13268.0,100243.0,20.0,212.0,751.0,17.99,91.0,4.4,14859.0,118994.0
development,4.4,10799.0,54059.0,20.0,170.0,622.0,23.99,79.0,4.4,94310.0,417971.0
business,4.3,1957.0,9551.0,20.0,45.0,247.0,21.99,90.0,4.4,8724.0,90317.0
development,4.6,351.0,2761.0,20.0,89.0,656.0,20.99,67.0,4.4,24003.0,232079.0
it_software,4.5,6635.0,28027.0,20.0,22.0,146.0,27.993750000000002,86.0,4.4,12357.0,55285.0
development,4.4,3439.0,17459.0,20.0,52.0,377.0,19.99,66.0,4.6,652986.0,1978937.0
development,4.3,510.0,4911.0,19.0,91.0,837.0,17.99,89.0,4.5,246008.0,1145810.0
it_software,4.3,585.0,1576.0,20.0,14.0,369.0,17.990650000000002,87.0,4.2,884.0,9398.0
development,4.4,609.0,2817.0,19.0,353.0,1555.0,16.99,87.0,4.4,609.0,2817.0
personal_development,4.6,577.0,4287.0,17.0,64.0,445.0,21.99,92.0,4.5,4842.0,33727.0
personal_development,4.4,6650.0,36457.0,20.0,128.0,573.0,19.99,51.0,4.5,30146.0,105935.0
development,4.6,13618.0,78391.0,19.0,21.0,185.0,31.99,87.0,4.5,193164.0,454193.0
personal_development,4.6,1339.0,6829.0,19.0,123.0,484.0,16.99,89.0,4.6,1378.0,6865.0
development,4.6,1497.0,8375.0,20.0,53.0,358.0,23.99,87.0,4.5,4796.0,32604.0
development,4.7,21681.0,71152.0,20.0,278.0,2701.0,19.991270000000004,84.0,4.7,87085.0,224428.0
development,4.7,4872.0,28625.0,19.0,169.0,2281.0,16.99,83.0,4.6,187702.0,902713.0
development,4.5,11937.0,61654.0,19.0,78.0,474.0,19.991270000000004,90.0,4.5,89865.0,405914.0
development,3.8,46.0,258.0,20.0,71.0,850.0,84.99,88.0,3.8,46.0,258.0
business,4.4,4834.0,15392.0,19.0,21.0,138.0,16.99,86.0,4.5,11840.0,34501.0
design,4.5,2865.0,11640.0,20.0,81.0,584.0,24.99,60.0,4.5,3136.0,14568.0
it_software,4.6,3424.0,13932.0,18.0,81.0,493.0,19.99,55.0,4.5,26464.0,140740.0
teaching_academics,4.7,6354.0,47107.0,20.0,43.0,470.0,17.99,74.0,4.7,32198.0,125236.0
business,4.6,5694.0,43262.0,18.0,14.0,115.0,16.99,90.0,4.5,22767.0,215506.0
it_software,4.6,4446.0,10857.0,20.0,84.0,552.0,16.99,89.0,4.6,100190.0,314001.0
business,4.4,7017.0,19447.0,20.0,97.0,386.0,51.99,83.0,4.4,7078.0,19800.0
it_software,4.3,446.0,3094.0,20.0,65.0,1007.0,51.99,89.0,4.3,3659.0,12068.0
personal_development,4.5,590.0,4634.0,19.0,81.0,192.0,21.99,88.0,4.6,1339.0,9127.0
personal_development,4.4,1060.0,4187.0,20.0,35.0,344.0,19.99,50.0,4.3,2294.0,6753.0
development,4.5,5154.0,22704.0,20.0,78.0,624.0,23.99,88.0,4.6,114787.0,285349.0
it_software,4.5,213.0,562.0,18.0,18.0,1864.0,16.99,58.0,4.5,213.0,997.0
business,4.8,823.0,5832.0,19.0,59.0,528.0,16.99,92.0,4.7,11423.0,31593.0
business,4.4,901.0,23615.0,19.0,16.0,100.0,16.99,89.0,4.3,13561.0,252455.0
business,4.5,1034.0,8142.0,20.0,64.0,343.0,16.99,56.0,4.4,80108.0,271160.0
development,3.8,720.0,3025.0,14.0,60.0,329.0,16.99,58.0,4.3,113570.0,1204639.0
business,4.2,701.0,4462.0,16.0,11.0,109.0,19.99,88.0,4.1,823.0,4964.0
development,4.5,10759.0,28242.0,19.0,37.0,110.0,16.990340000000003,76.0,4.5,10796.0,29846.0
development,4.5,1084.0,5684.0,20.0,75.0,474.0,16.99,80.0,4.4,3509.0,23734.0
it_software,4.0,184.0,772.0,20.0,162.0,691.0,16.990340000000003,88.0,4.0,184.0,772.0
business,4.5,812.0,6063.0,20.0,76.0,173.0,17.99,91.0,4.4,13612.0,50737.0
it_software,4.3,544.0,4106.0,20.0,32.0,436.0,16.99,84.0,4.1,47720.0,626911.0
business,4.4,10261.0,73884.0,20.0,27.0,260.0,16.99,89.0,4.5,462859.0,1573740.0
development,4.1,108.0,872.0,20.0,90.0,560.0,21.99,85.0,3.9,1031.0,8560.0
development,3.6,1062.0,4685.0,16.0,61.0,866.0,16.99,79.0,3.9,4521.0,16952.0
design,4.7,1839.0,16161.0,20.0,55.0,163.0,21.99,90.0,4.6,4477.0,26617.0
business,4.6,135.0,1068.0,18.0,20.0,243.0,16.99,85.0,4.6,1169.0,2203.0
office_productivity,4.3,2940.0,15729.0,20.0,77.0,350.0,19.99,90.0,4.3,6665.0,111914.0
business,4.2,1714.0,11346.0,19.0,44.0,454.0,16.99,88.0,4.2,6084.0,22778.0
teaching_academics,4.6,2761.0,14773.0,20.0,136.0,559.0,21.99,85.0,4.4,39566.0,149857.0
business,4.6,10516.0,30307.0,20.0,157.0,1120.0,17.99,74.0,4.5,119842.0,393060.0
it_software,3.9,616.0,5772.0,20.0,107.0,981.0,44.99,64.0,4.3,113570.0,1204639.0
it_software,4.6,1295.0,13715.0,20.0,153.0,1565.0,16.99,74.0,4.6,1340.0,14616.0
it_software,4.8,133.0,1610.0,18.0,122.0,876.0,16.99,88.0,4.1,47720.0,626911.0
business,4.6,781.0,6782.0,20.0,231.0,1387.0,17.99,85.0,4.6,8745.0,29901.0
personal_development,4.6,2563.0,12418.0,20.0,44.0,534.0,64.99,83.0,4.6,3787.0,18420.0
personal_development,3.8,106.0,587.0,20.0,107.0,465.0,19.99,91.0,4.3,618.0,9216.0
business,4.2,41.0,144.0,20.0,139.0,767.0,19.99,89.0,4.1,66.0,321.0
development,4.4,6910.0,33954.0,20.0,158.0,2678.0,16.990340000000003,87.0,4.7,9254.0,121350.0
development,4.7,1458.0,10245.0,18.0,78.0,674.0,21.99,92.0,4.6,2468.0,27721.0
development,4.4,230.0,1286.0,20.0,573.0,3573.0,17.99,69.0,4.5,4624.0,41896.0
it_software,4.7,380.0,2455.0,20.0,28.0,298.0,16.990340000000003,89.0,4.5,13415.0,64047.0
business,4.6,1216.0,10082.0,20.0,37.0,343.0,20.99,86.0,4.7,2124.0,15272.0
development,4.2,409.0,55030.0,20.0,82.0,506.0,17.990650000000002,90.0,3.8,450.0,55872.0
development,4.7,1985.0,8780.0,20.0,321.0,1326.0,23.99,85.0,4.7,2990.0,14346.0
personal_development,4.5,9316.0,30567.0,20.0,173.0,796.0,29.99,89.0,4.6,54164.0,321494.0
development,4.7,881.0,7805.0,20.0,55.0,655.0,16.99,91.0,4.6,45451.0,201163.0
business,4.3,581.0,2437.0,20.0,54.0,725.0,16.99,92.0,4.2,1305.0,8591.0
teaching_academics,4.6,788.0,11774.0,16.0,64.0,438.0,16.99,89.0,4.5,14266.0,56898.0
teaching_academics,4.3,262.0,1103.0,17.0,177.0,618.0,17.99,67.0,4.5,999.0,2520.0
development,4.6,131229.0,426876.0,20.0,455.0,2014.0,17.99,88.0,4.6,509993.0,1193347.0
development,3.8,3795.0,22166.0,18.0,17.0,1574.0,19.991270000000004,81.0,3.7,3932.0,22791.0
development,4.3,696.0,2243.0,18.0,23.0,123.0,16.99,87.0,4.3,787.0,2608.0
marketing,4.3,261.0,937.0,20.0,121.0,1137.0,21.99,69.0,4.3,698.0,2114.0
development,4.7,2687.0,17058.0,20.0,427.0,2357.0,16.99,84.0,4.6,100829.0,404488.0
development,4.7,31287.0,116210.0,19.0,137.0,887.0,16.990340000000003,81.0,4.7,200625.0,581769.0
development,4.4,4396.0,25851.0,20.0,91.0,483.0,17.990650000000002,66.0,4.6,652986.0,1979353.0
teaching_academics,4.7,1612.0,5502.0,18.0,59.0,88.0,16.99,73.0,4.7,2246.0,7124.0
business,4.0,500.0,13079.0,20.0,29.0,166.0,20.99,88.0,4.5,22767.0,215522.0
personal_development,4.4,1231.0,8440.0,20.0,33.0,549.0,27.99,88.0,4.2,3862.0,49673.0
development,4.4,5421.0,36280.0,20.0,109.0,578.0,16.990340000000003,83.0,4.2,20515.0,121451.0
marketing,4.3,839.0,7940.0,20.0,50.0,495.0,16.99,84.0,4.4,22391.0,256187.0
it_software,4.4,575.0,5629.0,20.0,31.0,223.0,21.99,92.0,4.5,19007.0,52032.0
business,4.4,3643.0,15462.0,20.0,84.0,590.0,21.99,91.0,4.4,3643.0,15463.0
it_software,4.7,1070.0,4414.0,20.0,95.0,405.0,21.99,90.0,4.7,45475.0,209352.0
business,4.6,1849.0,11620.0,20.0,112.0,345.0,16.99,90.0,4.5,4364.0,41716.0
business,4.1,562.0,5517.0,20.0,33.0,51.0,19.99,67.0,4.3,11551.0,78519.0
development,4.6,1431.0,10856.0,20.0,77.0,784.0,16.990340000000003,91.0,4.7,13999.0,64522.0
it_software,4.5,3037.0,23663.0,20.0,158.0,782.0,16.99,89.0,4.6,6197.0,50576.0
office_productivity,4.6,5442.0,54917.0,20.0,115.0,533.0,21.99,89.0,4.5,24795.0,335571.0
personal_development,4.7,3486.0,11143.0,20.0,35.0,289.0,21.99,90.0,4.6,17793.0,45131.0
it_software,4.4,3582.0,23576.0,19.0,145.0,464.0,17.99,84.0,4.4,112580.0,556435.0
development,4.4,657.0,4840.0,19.0,138.0,2080.0,16.99,89.0,4.4,18490.0,185736.0
it_software,4.1,320.0,2276.0,20.0,83.0,1103.0,16.99,72.0,4.4,3380.0,55069.0
it_software,4.2,2282.0,44985.0,20.0,92.0,495.0,20.99,89.0,4.5,42533.0,307830.0
business,4.6,327.0,2141.0,20.0,42.0,149.0,16.99,84.0,4.3,7727.0,118515.0
development,4.2,175.0,1577.0,20.0,34.0,482.0,23.99,30.0,4.1,302.0,2492.0
business,4.5,1795.0,9510.0,20.0,46.0,205.0,16.99,83.0,4.6,9398.0,61540.0
development,4.6,3163.0,12645.0,20.0,173.0,1111.0,21.99189,32.0,4.6,3163.0,12645.0
development,4.5,2596.0,13484.0,19.0,38.0,449.0,16.990340000000003,84.0,4.5,6398.0,284355.0
it_software,3.5,70.0,713.0,20.0,47.0,674.0,150.03157000000002,71.0,3.5,70.0,1275.0
development,4.2,847.0,14431.0,20.0,32.0,250.0,19.99,86.0,4.4,112580.0,556435.0
development,4.4,378.0,2642.0,20.0,101.0,854.0,19.99,83.0,4.4,378.0,2642.0
it_software,4.4,1196.0,5717.0,20.0,175.0,1303.0,16.99,92.0,4.2,9250.0,159228.0
business,4.5,651.0,5762.0,16.0,42.0,137.0,16.99,89.0,4.4,1611.0,31387.0
business,4.1,134.0,493.0,20.0,42.0,188.0,19.99,92.0,4.1,47720.0,626911.0
it_software,4.4,2093.0,9671.0,18.0,58.0,311.0,16.99,85.0,4.3,5886.0,26717.0
business,4.3,4077.0,28619.0,20.0,78.0,507.0,24.99,84.0,4.4,24983.0,192957.0
it_software,3.7,148.0,780.0,20.0,183.0,1026.0,16.99,43.0,3.8,1468.0,11065.0
development,4.7,4774.0,23768.0,18.0,391.0,2054.0,21.99189,85.0,4.8,6971.0,26296.0
design,4.7,1250.0,6383.0,14.0,341.0,2416.0,21.99,67.0,4.7,7071.0,27323.0
it_software,4.6,830.0,5690.0,20.0,24.0,196.0,16.990340000000003,90.0,4.5,46162.0,130166.0
development,3.8,1189.0,4759.0,18.0,63.0,495.0,16.99,84.0,4.0,4112.0,44731.0
development,4.5,7155.0,29846.0,20.0,59.0,393.0,20.99,89.0,4.4,11795.0,49051.0
development,4.6,3443.0,19234.0,19.0,115.0,803.0,16.99,32.0,4.6,4241.0,22607.0
it_software,3.9,234.0,1116.0,20.0,7.0,81.0,16.990340000000003,92.0,3.9,4868.0,61599.0
development,4.5,2366.0,10396.0,19.0,66.0,397.0,17.99,60.0,4.5,9750.0,55732.0
personal_development,4.8,1013.0,3368.0,20.0,154.0,502.0,16.99,89.0,4.7,1601.0,4316.0
it_software,4.4,709.0,4763.0,20.0,86.0,370.0,27.99,88.0,4.4,709.0,7561.0
development,4.5,3325.0,25961.0,19.0,200.0,2350.0,23.992510000000003,81.0,4.6,273722.0,1176640.0
business,4.2,3459.0,13987.0,20.0,71.0,415.0,16.99,62.0,4.2,9123.0,64043.0
development,4.6,321904.0,1112443.0,20.0,152.0,1293.0,17.99,80.0,4.6,652986.0,1978937.0
development,4.4,1411.0,12000.0,19.0,34.0,239.0,16.990340000000003,88.0,4.5,89865.0,405914.0
business,4.4,609.0,2829.0,13.0,301.0,872.0,199.99,83.0,4.3,1339.0,14674.0
development,4.5,4791.0,21678.0,20.0,140.0,1170.0,23.99,89.0,4.4,14259.0,73393.0
development,4.5,444.0,3338.0,20.0,225.0,1512.0,23.992510000000003,91.0,4.5,820.0,5478.0
it_software,4.0,2502.0,15340.0,20.0,160.0,872.0,21.99,84.0,4.1,6183.0,34200.0
business,4.0,956.0,3473.0,20.0,67.0,236.0,16.99,88.0,4.2,2793.0,9098.0
development,4.4,7882.0,28240.0,18.0,34.0,188.0,17.990650000000002,91.0,4.4,9720.0,40355.0
development,4.3,997.0,25447.0,19.0,80.0,611.0,23.992510000000003,84.0,4.2,23635.0,554215.0
development,4.5,2287.0,11390.0,20.0,125.0,1685.0,23.992510000000003,32.0,4.4,3695.0,41823.0
development,4.4,433.0,2749.0,20.0,37.0,540.0,16.99,32.0,4.5,42185.0,211255.0
teaching_academics,4.4,1903.0,16795.0,20.0,19.0,191.0,16.99,73.0,4.2,3986.0,34123.0
development,4.4,3554.0,22691.0,19.0,122.0,1302.0,24.99282,85.0,4.5,246008.0,1145482.0
it_software,4.7,2079.0,16936.0,20.0,190.0,2630.0,16.99,32.0,4.6,74745.0,517994.0
business,4.5,2652.0,15864.0,20.0,243.0,5511.0,16.99,92.0,4.5,31660.0,123073.0
development,4.4,972.0,16879.0,20.0,376.0,1817.0,17.990650000000002,91.0,4.3,35003.0,165574.0
development,4.3,941.0,3564.0,20.0,27.0,354.0,16.990340000000003,88.0,4.3,1260.0,4558.0
it_software,4.6,16238.0,83683.0,20.0,214.0,797.0,16.99,84.0,4.6,23126.0,153397.0
marketing,4.7,40252.0,160336.0,20.0,120.0,160.0,19.99,83.0,4.7,51619.0,187187.0
it_software,4.5,384.0,1853.0,18.0,17.0,242.0,19.99,89.0,4.5,2188.0,9021.0
development,4.4,2606.0,13527.0,20.0,129.0,815.0,21.99,87.0,4.2,13610.0,114789.0
design,4.5,482.0,4785.0,19.0,189.0,1966.0,16.99,88.0,4.6,38752.0,163098.0
it_software,4.4,2366.0,10668.0,19.0,74.0,497.0,29.99,89.0,4.4,17156.0,118607.0
development,4.4,2144.0,11100.0,20.0,61.0,498.0,32.99,88.0,4.4,23374.0,121576.0
business,4.6,3798.0,13208.0,20.0,27.0,80.0,28.99,88.0,4.5,11840.0,34501.0
development,4.5,442.0,2044.0,20.0,356.0,2421.0,20.99,83.0,4.6,2416.0,14934.0
office_productivity,4.5,1927.0,15220.0,20.0,33.0,133.0,24.99,91.0,4.6,20290.0,104746.0
business,4.4,1264.0,8305.0,20.0,114.0,590.0,23.99,83.0,4.4,31525.0,74271.0
it_software,4.4,567.0,2031.0,17.0,47.0,126.0,16.99,64.0,4.6,3130.0,7059.0
it_software,4.5,293.0,1531.0,20.0,93.0,838.0,16.990340000000003,84.0,4.2,1816.0,9591.0
marketing,4.4,24795.0,129503.0,20.0,636.0,3660.0,19.99,30.0,4.4,29643.0,221522.0
office_productivity,4.6,2718.0,17009.0,18.0,42.0,101.0,16.99,92.0,4.7,46341.0,154096.0
development,4.8,6415.0,34774.0,20.0,139.0,551.0,16.990340000000003,89.0,4.7,105009.0,344578.0
marketing,4.7,1116.0,4595.0,19.0,22.0,92.0,16.99,88.0,4.6,4326.0,13127.0
office_productivity,4.3,4937.0,21819.0,20.0,31.0,420.0,16.99,55.0,4.4,21931.0,86103.0
development,4.2,140.0,574.0,20.0,123.0,517.0,20.99,32.0,4.2,12425.0,178256.0
it_software,4.5,589.0,2176.0,20.0,65.0,351.0,16.99,90.0,4.5,1219.0,6437.0
development,4.6,125221.0,507548.0,20.0,400.0,4820.0,19.99,60.0,4.5,214431.0,811192.0
business,4.6,297.0,5516.0,20.0,43.0,500.0,19.99,32.0,4.4,401.0,11708.0
business,4.6,1097.0,8392.0,20.0,55.0,467.0,19.99,84.0,4.5,1338.0,17601.0
development,4.7,11212.0,42216.0,20.0,65.0,492.0,21.99,88.0,4.7,87085.0,224428.0
development,4.6,27925.0,180892.0,20.0,217.0,1278.0,19.99,84.0,4.5,462859.0,1573740.0
business,4.4,1161.0,8168.0,19.0,51.0,282.0,16.99,84.0,4.3,13561.0,252455.0
personal_development,4.5,790.0,4251.0,20.0,63.0,333.0,19.99,84.0,4.6,1421.0,6145.0
personal_development,4.6,781.0,8401.0,20.0,51.0,283.0,119.99,88.0,4.5,1072.0,11311.0
development,3.8,287.0,2889.0,19.0,77.0,5031.0,25.99313,91.0,3.9,638.0,9402.0
development,4.6,88553.0,392197.0,20.0,152.0,1040.0,35.99,60.0,4.6,652986.0,1979353.0
development,4.3,6104.0,34018.0,19.0,228.0,2080.0,34.99,32.0,4.4,16163.0,105319.0
